loan_id,customer_id,loan_amount,tenure_months,interest_rate,disbursed_date
11152,8260,106534,12,10.79,2024-01-21
11153,8261,101539,36,14.87,2022-03-11
11154,8262,140483,36,14.69,2024-02-19
11155,8263,105908,36,13.54,2022-08-08
11156,8264,79878,12,16.36,2025-02-21
11157,8265,113723,48,12.55,2024-11-19
11158,8266,99748,48,17.69,2023-01-20
11159,8267,150917,12,14.97,2022-05-16
11160,8268,102828,12,10.08,2023-07-11
11161,8268,56382,12,11.25,2022-04-28
11162,8269,75197,36,15.31,2025-05-02
11163,8270,291362,48,17.48,2023-06-30
11164,8270,94801,12,16.61,2022-05-19
11165,8271,86408,24,12.09,2023-10-26
11166,8272,116551,36,16.0,2024-05-01
11167,8272,390550,12,17.62,2022-10-23
11168,8273,142582,36,15.68,2024-02-16
11169,8274,144019,24,12.02,2023-04-18
11170,8275,270606,48,15.68,2023-10-05
11171,8275,55895,24,14.57,2024-11-13
11172,8276,81448,12,15.31,2022-01-10
11173,8277,55239,24,12.49,2023-09-17
11174,8277,64631,36,12.45,2022-03-31
11175,8278,159887,48,11.36,2024-09-01
11176,8279,214451,12,13.28,2025-02-09
11177,8280,335225,48,15.67,2023-11-20
11178,8281,258188,36,15.99,2022-12-28
11179,8282,62237,24,12.04,2024-05-30
11180,8282,66676,48,12.06,2022-02-27
11181,8282,80881,36,13.45,2025-06-25
11182,8283,81226,24,12.89,2025-06-14
11183,8284,66751,48,10.96,2022-07-02
11184,8285,97367,36,11.65,2022-12-20
11185,8286,237723,24,12.41,2024-03-31
11186,8287,161494,24,14.93,2022-08-31
11187,8288,64489,24,13.63,2024-06-15
11188,8289,232606,48,16.34,2024-06-18
11189,8289,337806,48,16.17,2022-08-14
11190,8290,260398,36,16.16,2023-02-07
11191,8291,63466,12,17.49,2025-03-24
11192,8292,145266,12,15.37,2025-03-29
11193,8293,165675,36,13.78,2022-01-26
11194,8293,303977,48,12.25,2023-12-26
11195,8294,263423,24,12.76,2025-01-17
11196,8295,69566,36,11.89,2022-07-13
11197,8295,92392,36,10.32,2023-01-27
11198,8296,176129,24,10.93,2024-03-28
11199,8297,53477,12,13.42,2022-02-26
11200,8298,88100,24,15.48,2025-05-20
11201,8299,337128,24,16.52,2023-03-17
11202,8300,176115,24,13.27,2023-05-14
11203,8301,112473,24,12.94,2023-04-25
11204,8302,150461,12,13.25,2024-05-19
11205,8303,53439,48,11.1,2022-06-21
11206,8303,54545,48,10.88,2022-07-23
11207,8303,60906,36,11.85,2024-12-20
11208,8304,192864,24,13.23,2024-05-02
11209,8305,91282,12,14.48,2023-10-09
11210,8306,235259,36,15.52,2024-05-19
11211,8307,92894,48,15.69,2022-08-15
11212,8308,103519,12,13.87,2024-02-12
11213,8308,101847,36,13.71,2024-03-15
11214,8309,56551,24,11.35,2022-11-28
11215,8309,63701,12,10.99,2022-09-02
11216,8310,86615,36,13.03,2023-11-18
11217,8310,354423,12,13.11,2023-10-10
11218,8311,69357,12,15.03,2023-07-01
11219,8312,79467,36,14.63,2023-07-30
11220,8313,76016,24,15.39,2022-08-11
11221,8314,237710,48,14.01,2024-01-28
11222,8315,122980,12,13.09,2022-05-05
11223,8316,181218,36,10.95,2025-05-07
11224,8316,86207,24,11.77,2024-07-21
11225,8317,88541,36,16.56,2023-09-05
11226,8318,77687,12,12.02,2024-02-06
11227,8319,296851,24,10.54,2023-11-23
11228,8320,99266,36,17.36,2023-04-15
11229,8321,87854,36,17.87,2024-08-12
11230,8321,71171,36,18.0,2023-04-04
11231,8322,154008,36,12.75,2022-02-13
11232,8323,114848,12,11.92,2022-06-30
11233,8324,226053,24,12.53,2024-12-26
11234,8324,214805,12,13.28,2022-04-23
11235,8325,297120,36,17.26,2024-07-16
11236,8326,462747,48,16.75,2022-04-03
11237,8327,84315,12,10.79,2024-06-07
11238,8328,63885,36,14.94,2023-01-17
11239,8328,64842,48,15.46,2024-02-14
11240,8329,169813,36,15.05,2023-12-26
11241,8330,58744,36,15.02,2024-08-17
11242,8330,105679,36,14.83,2023-01-17
11243,8331,188693,24,13.22,2022-05-31
11244,8332,66276,12,11.69,2024-09-27
11245,8332,93237,36,11.37,2024-03-24
11246,8333,177550,48,13.65,2022-12-17
11247,8333,90446,24,13.56,2023-05-19
11248,8334,332835,36,14.62,2024-09-13
11249,8334,575248,12,15.0,2025-01-19
11250,8335,170352,12,15.3,2023-06-18
11251,8336,90120,24,16.21,2023-10-14
11252,8337,355973,36,15.19,2023-09-30
11253,8337,396954,24,15.65,2023-10-30
11254,8337,368682,36,14.49,2023-12-27
11255,8338,84593,24,16.91,2025-02-15
11256,8339,178436,36,13.46,2023-01-12
11257,8340,102290,12,17.83,2022-04-17
11258,8341,50967,48,13.0,2022-10-23
11259,8341,72841,24,13.9,2025-01-17
11260,8342,66101,12,12.25,2023-01-06
11261,8343,294759,24,13.28,2023-02-27
11262,8343,362182,36,13.29,2024-05-17
11263,8344,144476,36,17.62,2022-06-14
11264,8344,214999,12,16.53,2024-01-30
11265,8344,319569,48,17.39,2024-04-17
11266,8345,195200,12,14.49,2022-02-05
11267,8346,157774,36,15.36,2022-02-10
11268,8347,249297,36,17.7,2024-04-12
11269,8347,94653,24,16.37,2025-04-20
11270,8348,237051,24,16.68,2023-02-21
11271,8349,67969,36,10.55,2022-06-13
11272,8350,83837,12,15.4,2025-06-03
11273,8351,65285,24,12.81,2022-02-22
11274,8351,62525,48,12.75,2023-01-30
11275,8352,113469,24,14.47,2023-09-28
11276,8353,389653,24,16.19,2023-01-31
11277,8354,749122,24,16.92,2023-03-15
11278,8355,257430,36,15.8,2022-05-10
11279,8356,52184,24,10.82,2023-11-16
11280,8357,62793,24,12.31,2023-01-18
11281,8357,51817,24,12.92,2025-05-08
11282,8358,65844,36,11.67,2022-12-12
11283,8358,110429,48,11.2,2022-02-09
11284,8359,199096,24,15.68,2023-03-07
11285,8360,366039,24,14.76,2025-06-13
11286,8361,97458,24,14.4,2024-12-16
11287,8362,181976,48,10.65,2024-02-07
11288,8362,225423,36,11.88,2023-11-08
11289,8363,113350,12,11.7,2024-08-30
11290,8364,80024,12,15.53,2024-02-22
11291,8365,136501,36,14.32,2023-05-14
11292,8365,94209,36,15.54,2022-01-29
11293,8366,131464,36,12.95,2022-01-17
11294,8367,332678,24,12.78,2024-04-03
11295,8367,91109,36,13.45,2023-02-23
11296,8367,181949,36,13.61,2024-02-04
11297,8368,164212,36,13.39,2024-02-17
11298,8369,98330,36,13.35,2022-08-17
11299,8370,59443,24,14.41,2023-04-08
11300,8371,77543,12,12.74,2022-09-19
11301,8372,89160,36,13.3,2022-08-20
11302,8373,236383,12,15.27,2025-03-30
11303,8373,154016,36,15.61,2022-07-21
11304,8374,54847,24,11.28,2025-04-06
11305,8375,279374,36,15.72,2023-07-30
11306,8376,141801,12,14.22,2024-06-15
11307,8377,271470,12,15.4,2025-05-18
11308,8378,87016,24,13.43,2022-01-29
11309,8379,420404,12,12.85,2022-12-29
11310,8379,300696,48,12.29,2022-07-19
11311,8379,414520,12,13.16,2023-08-08
11312,8380,69159,24,14.49,2023-05-02
11313,8380,115667,36,15.3,2022-10-14
11314,8381,51089,12,15.63,2025-05-05
11315,8382,134764,12,12.78,2023-03-30
11316,8383,69451,48,12.82,2023-09-08
11317,8384,129136,24,15.75,2022-06-22
11318,8384,158905,24,14.45,2023-05-10
11319,8385,98067,48,11.31,2023-08-20
11320,8386,70110,36,15.77,2022-03-28
11321,8386,126052,24,14.26,2023-01-23
11322,8386,80888,48,15.99,2024-02-27
11323,8387,50215,24,11.79,2024-12-03
11324,8387,76376,24,10.14,2023-03-15
11325,8388,57949,36,15.25,2024-11-13
11326,8389,109197,24,15.18,2023-05-18
11327,8390,163383,24,12.97,2023-08-29
11328,8390,97116,12,13.4,2022-07-06
11329,8391,92456,36,17.56,2024-07-02
11330,8392,254532,24,15.38,2024-12-30
11331,8393,106913,48,10.54,2025-04-01
11332,8394,218437,36,15.0,2023-10-30
11333,8394,388016,36,14.05,2024-11-18
11334,8395,70746,24,10.53,2025-05-01
11335,8395,129592,48,11.97,2023-06-19
11336,8396,50970,48,16.42,2023-01-09
11337,8397,134912,36,12.5,2023-03-20
11338,8398,198805,36,10.88,2024-01-26
11339,8398,64914,48,10.18,2025-06-01
11340,8399,116506,12,14.34,2022-06-01
11341,8399,253584,36,14.76,2022-02-24
11342,8400,221675,36,12.43,2023-01-11
11343,8401,292125,36,13.46,2024-12-29
11344,8402,259865,24,12.14,2022-09-27
11345,8402,404840,24,13.71,2023-11-22
11346,8403,338740,48,14.35,2023-07-25
11347,8403,151156,24,14.45,2023-09-06
11348,8404,335774,24,15.02,2023-06-08
11349,8405,54310,48,10.12,2024-11-27
11350,8405,50070,36,11.02,2022-08-25
11351,8406,189697,12,10.26,2024-06-30
11352,8407,94583,12,12.98,2023-12-14
11353,8408,305847,12,13.27,2022-07-10
11354,8409,202446,12,12.87,2024-09-19
11355,8410,78918,12,13.79,2022-05-17
11356,8411,93985,36,15.36,2022-04-21
11357,8411,215688,36,14.35,2025-04-13
11358,8411,67386,48,14.59,2024-05-25
11359,8412,274332,24,15.24,2022-07-30
11360,8413,54916,24,16.27,2025-05-16
11361,8414,76977,48,11.43,2022-07-16
11362,8415,56084,48,17.22,2024-07-24
11363,8415,230513,12,17.89,2022-07-28
11364,8415,310356,12,17.44,2025-01-18
11365,8416,63757,36,14.01,2023-09-10
11366,8417,137693,24,11.96,2025-01-08
11367,8418,210511,24,15.83,2024-10-26
11368,8418,318257,36,15.18,2023-07-05
11369,8419,269266,48,14.07,2024-03-19
11370,8420,64438,24,12.15,2023-08-16
11371,8421,200228,24,17.72,2025-05-25
11372,8422,70057,12,13.17,2024-05-17
11373,8423,72576,36,16.62,2022-01-14
11374,8424,263872,36,11.0,2022-07-01
11375,8424,391940,24,11.58,2022-07-06
11376,8425,96371,48,15.5,2022-11-05
11377,8426,117458,48,16.85,2023-09-25
11378,8427,457374,24,14.65,2022-02-04
11379,8428,62644,12,15.09,2023-04-15
11380,8429,54761,12,10.73,2024-06-10
11381,8430,120727,12,12.71,2022-11-04
11382,8430,201787,12,12.05,2022-02-08
11383,8431,90907,12,15.48,2022-04-17
11384,8432,65282,48,15.96,2022-02-21
11385,8433,125996,24,13.07,2023-02-10
11386,8434,110815,24,12.48,2024-10-23
11387,8434,75591,12,12.88,2022-11-28
11388,8435,84818,36,17.64,2025-02-01
11389,8436,57561,36,17.42,2023-09-26
11390,8436,62431,24,17.91,2023-05-08
11391,8437,306488,24,15.4,2024-02-15
11392,8438,75897,48,11.72,2023-07-10
11393,8439,68981,12,11.71,2024-09-05
11394,8440,59045,24,11.54,2022-04-10
11395,8440,56523,24,11.52,2024-02-09
11396,8441,85047,36,15.77,2023-07-08
11397,8442,64355,36,13.24,2023-11-28
11398,8443,136501,36,15.02,2022-07-02
11399,8444,69760,36,12.07,2023-04-15
11400,8444,65809,12,13.22,2025-01-02
11401,8445,114943,24,13.5,2022-12-08
11402,8446,75156,36,12.83,2024-11-16
11403,8447,73371,12,13.87,2024-07-19
11404,8448,142475,24,16.67,2022-07-15
11405,8449,143160,48,15.37,2024-06-09
11406,8450,300491,36,17.5,2022-05-10
11407,8451,436514,24,11.94,2023-07-30
11408,8452,90107,48,12.52,2022-12-16
11409,8453,107265,48,15.51,2025-02-13
11410,8453,58125,24,15.46,2022-08-01
11411,8453,205691,36,15.91,2023-11-20
11412,8454,65756,12,11.45,2023-08-24
11413,8455,115016,24,15.54,2023-09-30
11414,8456,51461,24,15.63,2022-07-30
11415,8456,81314,36,14.1,2022-12-01
11416,8457,117060,24,13.87,2023-02-02
11417,8458,354396,24,11.87,2022-01-16
11418,8459,99625,12,14.76,2023-05-04
11419,8460,95280,36,14.64,2022-04-21
11420,8461,145990,24,10.29,2024-08-22
11421,8462,59446,24,14.98,2025-02-05
11422,8463,52611,12,14.66,2022-12-22
11423,8464,145020,48,13.92,2022-04-02
11424,8465,258209,48,15.02,2023-12-22
11425,8466,59231,48,14.06,2024-09-12
11426,8467,156878,12,15.66,2022-04-10
11427,8467,154509,48,14.52,2024-07-13
11428,8468,79014,48,13.03,2024-04-17
11429,8469,148685,48,11.43,2022-11-24
11430,8469,59572,48,10.57,2025-03-03
11431,8470,124364,24,15.76,2022-09-12
11432,8470,59089,48,15.09,2024-01-19
11433,8471,155762,24,13.96,2023-11-29
11434,8471,431303,12,12.29,2022-01-09
11435,8472,84483,24,13.98,2022-11-12
11436,8473,63640,48,11.92,2022-08-21
11437,8473,52453,12,10.61,2023-11-27
11438,8474,101447,36,12.59,2022-08-11
11439,8474,114520,36,13.97,2024-06-12
11440,8475,186109,48,12.93,2022-03-30
11441,8476,252634,24,14.97,2024-08-05
11442,8476,223083,24,15.19,2022-01-17
11443,8477,310295,36,16.26,2024-09-08
11444,8478,68494,24,12.96,2022-07-13
11445,8478,70620,36,12.2,2023-10-11
11446,8479,88792,36,13.07,2024-02-28
11447,8480,338794,48,15.5,2024-09-20
11448,8481,52723,24,12.47,2022-07-18
11449,8482,63708,12,14.94,2024-02-14
11450,8482,67988,12,15.02,2022-12-16
11451,8482,92637,12,14.22,2022-09-24
11452,8483,61996,48,17.21,2025-04-14
11453,8484,419377,36,15.04,2022-08-12
11454,8485,195427,48,14.8,2023-10-15
11455,8486,195345,48,10.26,2024-05-01
11456,8487,126950,24,15.9,2024-10-11
11457,8488,144731,48,16.27,2025-05-20
11458,8489,224054,48,14.29,2024-08-20
11459,8490,57673,36,15.51,2022-10-24
11460,8491,57236,24,14.61,2022-01-05
11461,8492,105477,12,15.24,2024-09-23
11462,8493,50228,12,11.71,2024-01-19
11463,8494,338077,36,15.96,2022-01-14
11464,8495,52284,12,13.95,2024-11-07
11465,8495,89767,48,13.69,2025-04-17
11466,8496,216589,36,14.9,2023-09-13
11467,8497,147747,12,12.47,2022-04-22
11468,8497,287175,36,12.41,2023-09-13
11469,8498,66556,36,13.8,2023-04-30
11470,8499,152483,36,12.4,2025-02-14
11471,8500,139428,48,12.88,2025-04-13
11472,8501,277574,24,14.82,2024-11-15
11473,8502,135622,48,13.71,2022-11-19
11474,8503,62961,24,10.25,2022-05-24
11475,8504,80982,24,10.99,2022-08-23
11476,8504,64824,48,10.96,2023-11-04
11477,8505,69372,36,12.43,2022-11-25
11478,8506,442551,36,16.74,2022-05-14
11479,8506,657165,48,17.47,2024-12-03
11480,8506,413320,12,16.4,2025-01-12
11481,8507,160283,12,10.16,2022-10-25
11482,8508,338660,12,12.59,2023-10-27
11483,8509,106931,48,15.46,2023-09-12
11484,8510,95841,48,11.6,2022-05-27
11485,8511,164261,12,13.88,2023-10-09
11486,8512,158341,36,12.63,2024-06-24
11487,8513,135611,48,14.15,2023-07-21
11488,8514,498654,48,14.12,2023-05-18
11489,8514,277668,48,15.71,2023-04-10
11490,8515,152580,48,13.75,2024-06-29
11491,8516,89433,12,14.19,2022-07-03
11492,8517,54737,12,10.57,2025-01-26
11493,8517,134782,36,10.51,2023-08-27
11494,8518,333980,48,14.02,2022-07-18
11495,8519,97712,12,12.81,2022-05-30
11496,8520,112398,12,16.89,2023-11-30
11497,8520,110709,24,16.91,2022-02-18
11498,8521,59784,36,13.52,2022-10-11
11499,8522,124792,36,11.57,2024-06-11
11500,8523,74069,36,11.96,2023-05-19
11501,8523,67778,36,11.05,2023-02-11
11502,8524,62669,24,11.28,2022-04-25
11503,8525,110854,36,14.49,2024-02-26
11504,8526,105668,48,15.33,2022-09-21
11505,8527,161810,12,15.6,2025-02-04
11506,8528,63602,24,11.59,2024-09-17
11507,8528,88266,36,10.44,2024-12-26
11508,8529,117591,24,16.77,2023-07-26
11509,8530,242332,48,12.45,2022-07-03
11510,8531,98032,12,14.18,2022-05-19
11511,8532,52319,24,12.74,2023-07-25
11512,8533,57228,48,11.71,2022-11-10
11513,8534,144447,24,14.16,2023-06-05
11514,8535,136415,24,14.69,2024-07-02
11515,8536,121413,24,12.52,2022-07-18
11516,8536,105317,48,12.96,2022-09-08
11517,8536,84354,24,13.01,2024-10-12
11518,8537,101021,36,10.38,2023-12-05
11519,8538,67412,12,12.23,2023-07-01
11520,8539,94683,36,13.0,2023-11-20
11521,8539,121045,36,13.97,2025-06-20
11522,8540,92462,24,10.46,2024-08-29
11523,8541,97192,48,14.84,2022-09-10
11524,8542,56264,12,13.31,2022-07-21
11525,8542,86547,24,12.42,2023-10-09
11526,8543,259658,12,12.96,2022-10-21
11527,8543,174607,48,13.43,2024-01-30
11528,8544,258262,48,15.32,2022-01-29
11529,8545,229865,48,17.89,2025-02-14
11530,8546,60558,36,13.62,2024-05-05
11531,8547,51501,12,10.16,2022-03-12
11532,8548,60591,24,13.11,2023-12-16
11533,8549,74248,24,15.55,2024-03-06
11534,8550,197804,48,10.63,2023-03-20
11535,8551,78797,36,16.94,2023-08-09
11536,8552,73255,24,13.5,2024-11-07
11537,8552,52942,12,13.42,2022-07-01
11538,8553,205061,48,14.01,2023-06-23
11539,8553,260969,36,14.5,2022-01-27
11540,8554,69778,36,14.35,2023-12-26
11541,8555,275208,12,16.64,2025-06-24
11542,8556,324347,24,16.09,2022-05-29
11543,8557,83038,24,12.43,2022-11-25
11544,8557,64605,36,12.06,2025-05-26
11545,8558,80055,48,13.0,2022-03-13
11546,8559,94884,48,11.78,2025-03-07
11547,8560,57525,24,11.7,2022-04-17
11548,8560,118170,36,11.78,2022-09-25
11549,8561,50505,48,12.7,2022-08-23
11550,8562,90891,48,15.25,2024-11-14
11551,8563,91810,36,11.55,2023-03-26
11552,8564,52600,36,11.73,2025-03-01
11553,8564,108711,36,10.83,2024-01-04
11554,8565,71910,36,12.89,2023-04-06
11555,8565,100045,24,12.7,2023-01-29
11556,8565,66085,48,13.95,2023-11-09
11557,8566,109354,48,12.16,2023-06-07
11558,8566,135519,12,13.77,2024-11-21
11559,8567,295257,12,16.18,2023-06-12
11560,8568,83168,48,14.37,2023-04-08
11561,8569,205380,48,16.24,2022-05-30
11562,8570,145268,36,14.81,2025-02-20
11563,8570,152421,24,14.19,2024-05-21
11564,8571,93527,12,13.04,2022-12-27
11565,8571,89672,36,13.82,2022-08-26
11566,8572,72541,36,13.51,2024-04-28
11567,8573,62997,36,11.34,2024-11-20
11568,8574,154870,12,13.86,2022-01-10
11569,8575,145778,12,10.63,2024-08-06
11570,8576,65989,48,12.92,2023-12-30
11571,8576,88684,36,12.92,2022-09-30
11572,8577,225733,12,10.12,2023-10-13
11573,8578,93940,24,17.61,2022-09-02
11574,8578,275135,24,16.62,2025-01-15
11575,8579,55542,24,15.87,2025-04-13
11576,8580,203236,12,15.4,2022-03-06
11577,8580,114404,48,15.21,2022-01-11
11578,8581,82024,24,12.31,2025-06-21
11579,8582,168560,12,17.18,2024-03-24
11580,8583,529692,24,15.7,2024-11-15
11581,8583,185494,36,15.01,2023-06-17
11582,8583,97143,24,15.51,2025-03-06
11583,8584,123473,48,16.02,2023-03-15
11584,8584,438739,12,17.7,2024-07-01
11585,8585,85250,48,14.9,2022-05-13
11586,8586,170043,48,14.25,2023-05-24
11587,8586,264735,12,15.4,2024-08-25
11588,8587,294256,24,11.79,2024-09-10
11589,8587,86776,12,10.85,2023-01-10
11590,8587,319976,24,11.79,2025-02-04
11591,8588,569131,36,16.42,2023-12-16
11592,8588,464024,24,16.28,2023-06-25
11593,8589,225529,36,14.03,2022-10-22
11594,8590,57548,36,10.65,2025-05-23
11595,8591,111256,24,12.28,2023-10-22
11596,8592,54824,12,12.05,2025-05-25
11597,8593,150804,24,10.27,2024-01-10
11598,8594,71483,24,16.48,2023-05-09
11599,8594,131122,48,16.11,2022-08-03
11600,8595,145198,36,13.29,2025-06-09
11601,8595,187666,36,12.05,2022-11-23
11602,8596,497870,36,12.73,2025-04-07
11603,8597,101957,48,12.63,2025-05-23
11604,8598,137609,24,14.31,2022-10-18
11605,8598,205046,48,14.91,2023-06-07
11606,8599,246031,48,14.24,2023-01-24
11607,8600,212407,24,13.56,2022-05-05
11608,8601,90079,24,12.35,2024-06-13
11609,8602,172606,12,10.04,2022-08-10
11610,8603,117527,12,11.05,2022-03-19
11611,8603,59520,48,11.54,2022-04-30
11612,8604,92455,24,13.06,2022-09-20
11613,8605,84877,48,17.62,2024-01-22
11614,8606,349551,36,15.73,2022-07-21
11615,8606,529075,12,14.42,2024-09-28
11616,8607,365468,12,16.01,2023-07-30
11617,8608,116957,12,17.7,2022-09-06
11618,8609,140283,36,14.36,2023-01-25
11619,8609,96430,24,14.92,2022-12-15
11620,8610,60644,48,12.36,2025-06-07
11621,8611,235225,24,11.59,2022-01-26
11622,8612,256874,12,17.67,2022-07-15
11623,8612,221354,36,17.87,2022-10-19
11624,8612,100688,36,16.4,2023-05-27
11625,8613,54274,24,17.42,2023-10-16
11626,8614,73324,12,14.74,2024-11-06
11627,8615,263722,12,16.72,2023-01-12
11628,8616,235720,24,13.33,2023-06-17
11629,8617,100479,24,14.27,2024-02-11
11630,8618,109802,48,15.04,2022-07-21
11631,8618,101158,36,15.92,2024-06-12
11632,8619,405219,48,17.51,2024-01-06
11633,8620,127364,48,13.28,2024-11-26
11634,8620,184966,12,12.27,2024-01-21
11635,8621,103863,36,14.23,2022-04-06
11636,8622,66292,36,13.92,2022-11-29
11637,8623,56935,36,10.42,2022-12-24
11638,8623,51235,24,10.55,2023-04-12
11639,8624,118561,24,16.35,2024-09-28
11640,8625,133969,36,13.95,2024-04-11
11641,8626,86489,12,13.72,2024-05-08
11642,8627,76309,24,13.15,2023-03-15
11643,8627,87166,12,13.85,2025-03-19
11644,8628,156499,12,12.72,2024-08-18
11645,8629,239979,48,13.64,2023-06-27
11646,8630,260323,36,16.16,2022-05-04
11647,8631,193113,12,17.88,2022-05-21
11648,8632,86593,24,12.73,2022-06-28
11649,8633,85646,12,10.91,2023-05-25
11650,8633,53061,48,11.36,2022-11-15
11651,8634,107596,36,15.41,2025-02-05
11652,8635,113641,36,16.72,2022-01-29
11653,8636,125838,36,12.54,2024-03-10
11654,8637,145764,12,13.36,2025-03-14
11655,8637,62624,48,13.83,2022-03-30
11656,8638,210839,48,15.81,2022-09-27
11657,8639,261287,48,12.04,2024-07-03
11658,8640,58620,24,17.49,2023-11-28
11659,8641,269811,12,14.16,2023-03-23
11660,8641,100281,24,14.81,2024-10-07
11661,8641,159495,36,15.46,2023-12-13
11662,8642,112838,36,10.8,2022-12-20
11663,8643,216992,24,16.8,2022-10-26
11664,8643,170190,12,16.78,2023-07-28
11665,8644,80090,12,17.1,2022-07-09
11666,8645,109597,36,14.56,2022-03-12
11667,8646,90648,12,15.44,2024-12-08
11668,8647,171755,36,12.31,2023-07-20
11669,8647,96920,48,13.64,2025-01-15
11670,8647,118962,48,12.23,2023-09-22
11671,8648,121091,48,17.62,2025-03-15
11672,8649,147681,12,13.76,2025-04-20
11673,8650,162890,36,14.71,2024-08-12
11674,8651,91075,24,14.25,2025-05-01
11675,8651,69791,36,15.66,2024-05-05
11676,8652,63718,12,11.07,2022-05-06
11677,8652,91880,24,11.3,2022-01-19
11678,8653,142962,24,12.01,2024-01-15
11679,8654,95033,48,13.65,2022-10-19
11680,8654,51896,24,12.31,2024-05-17
11681,8655,94700,36,13.42,2024-04-25
11682,8656,121935,48,13.36,2023-09-03
11683,8657,167867,48,14.64,2025-01-04
11684,8657,383665,36,15.71,2022-03-09
11685,8658,60720,24,16.13,2023-09-14
11686,8659,147397,36,16.97,2024-10-14
11687,8660,83081,12,10.24,2024-03-10
11688,8661,67725,36,10.98,2025-03-13
11689,8662,66472,36,13.79,2025-02-10
11690,8663,433112,48,12.38,2022-06-12
11691,8664,88961,12,11.63,2025-06-10
11692,8664,104456,24,11.72,2024-02-28
11693,8665,75053,24,17.47,2024-08-26
11694,8666,74664,48,15.38,2025-01-06
11695,8667,221470,24,15.04,2024-05-05
11696,8667,76047,24,15.81,2024-05-29
11697,8668,66075,24,13.61,2024-05-05
11698,8669,127036,36,11.22,2024-10-07
11699,8669,115308,48,11.18,2023-11-11
11700,8670,97404,36,11.2,2024-06-10
11701,8671,309194,24,15.27,2025-01-30
11702,8672,84688,24,11.55,2025-04-02
11703,8673,110852,12,15.73,2022-09-25
11704,8674,286391,24,14.62,2022-06-05
11705,8675,78016,36,12.56,2023-05-14
11706,8676,71304,36,12.72,2025-01-16
11707,8677,52133,36,13.97,2023-01-30
11708,8678,160447,24,10.97,2025-02-08
11709,8679,302271,36,16.42,2022-11-25
11710,8680,70215,12,12.71,2024-09-30
11711,8681,160308,48,16.5,2024-03-24
11712,8682,107537,48,13.92,2024-04-12
11713,8683,144172,24,17.18,2023-05-12
11714,8683,101148,12,17.45,2024-02-16
11715,8684,65647,36,14.92,2022-08-18
11716,8684,64942,36,14.55,2022-01-11
11717,8685,195445,36,12.04,2024-11-26
11718,8686,294166,12,16.56,2024-11-29
11719,8687,93926,48,14.13,2023-04-07
11720,8687,110186,48,14.02,2022-10-25
11721,8688,53660,12,10.38,2022-11-16
11722,8688,51735,24,10.27,2024-03-13
11723,8689,77551,48,13.92,2022-11-08
11724,8690,56746,24,15.46,2025-06-12
11725,8690,55214,12,15.21,2023-12-01
11726,8691,118420,36,14.11,2024-10-02
11727,8692,146699,24,12.56,2024-08-23
11728,8693,182565,24,14.46,2022-11-15
11729,8694,160000,24,13.64,2024-11-16
11730,8695,53157,48,11.8,2023-01-19
11731,8696,114451,36,16.23,2024-09-16
11732,8696,194725,36,17.57,2024-07-25
11733,8696,393088,36,17.72,2022-09-14
11734,8697,74890,36,14.48,2024-12-07
11735,8697,54490,24,14.83,2023-05-18
11736,8698,133891,24,13.96,2022-12-15
11737,8699,223018,12,10.34,2023-10-06
11738,8700,162668,24,15.99,2024-12-31
11739,8700,150584,24,15.02,2023-08-13
11740,8701,152477,36,12.24,2022-03-02
11741,8701,58876,24,13.82,2024-12-06
11742,8702,83194,24,13.14,2023-05-07
11743,8702,69408,48,12.52,2022-01-22
11744,8703,96623,24,13.94,2023-11-04
11745,8704,316894,48,15.05,2024-01-08
11746,8704,426551,48,15.57,2024-10-08
11747,8705,106750,48,14.74,2025-03-31
11748,8706,78010,48,12.63,2023-10-07
11749,8707,66568,24,10.58,2022-07-27
11750,8708,75871,36,12.13,2022-03-23
11751,8708,52428,24,13.8,2023-12-08
11752,8709,191505,24,10.38,2024-11-04
11753,8710,57557,36,10.29,2023-04-28
11754,8710,57513,12,11.14,2024-07-05
11755,8711,335553,12,14.07,2022-05-15
11756,8712,151583,24,15.16,2024-12-11
11757,8713,62269,36,11.84,2023-10-12
11758,8714,356830,24,13.25,2022-09-03
11759,8715,429852,24,17.0,2022-11-14
11760,8716,710058,36,15.07,2023-06-16
11761,8717,91044,24,13.51,2024-03-10
11762,8717,69966,12,12.03,2024-05-16
11763,8718,133930,48,12.11,2023-12-11
11764,8719,86049,12,13.0,2023-11-20
11765,8719,118882,24,13.75,2024-02-07
11766,8720,146924,36,13.09,2022-11-14
11767,8721,107165,48,14.67,2024-04-07
11768,8722,85208,36,16.58,2022-08-09
11769,8723,63894,24,12.0,2022-01-12
11770,8724,105255,36,12.06,2022-02-04
11771,8725,341369,48,12.74,2025-04-27
11772,8725,104348,24,13.45,2022-09-11
11773,8726,96898,48,13.49,2022-08-20
11774,8727,100621,24,16.81,2023-01-26
11775,8728,82471,24,11.54,2024-07-02
11776,8729,467532,36,14.51,2024-02-18
11777,8730,113147,36,15.44,2025-06-20
11778,8731,57991,24,11.48,2022-05-05
11779,8731,50131,48,11.94,2023-07-12
11780,8732,232977,48,13.72,2023-05-31
11781,8733,274577,12,13.4,2022-01-30
11782,8734,81441,12,14.09,2022-10-21
11783,8735,94705,24,13.62,2024-02-02
11784,8736,171344,36,11.78,2022-10-04
11785,8737,394557,36,10.73,2025-03-25
