loan_id,customer_id,loan_amount,interest_rate,age,income,employment_type,credit_score,max_dpd,is_default
7966,5916,137834,12.37,32,335642,Self-Employed,666,60,0
7967,5917,66543,14.28,37,297617,Salaried,615,61,0
7968,5917,101496,14.8,37,297617,Salaried,615,114,1
7969,5917,76179,16.0,37,297617,Salaried,615,29,0
7970,5918,259068,11.89,34,753529,Salaried,755,127,1
7971,5919,184311,13.73,37,458755,Salaried,673,144,1
7972,5920,52690,11.95,42,478569,Self-Employed,764,60,0
7973,5921,64886,10.3,40,236167,Salaried,733,78,0
7974,5921,88702,10.93,40,236167,Salaried,733,45,0
7975,5922,201359,14.93,39,821120,Salaried,611,60,0
7976,5923,59813,13.58,42,230696,Salaried,660,36,0
7977,5923,111556,13.05,42,230696,Salaried,660,79,0
7978,5924,56824,15.34,38,180474,Salaried,636,60,0
7979,5925,67081,15.52,36,203138,Self-Employed,615,60,0
7980,5925,73849,15.51,36,203138,Self-Employed,615,30,0
7981,5925,58692,14.86,36,203138,Self-Employed,615,112,1
7982,5926,163630,14.03,40,362829,Salaried,638,53,0
7983,5926,133978,15.26,40,362829,Salaried,638,69,0
7984,5927,281694,14.36,23,526379,Salaried,623,9,0
7985,5928,99956,16.93,46,247770,Salaried,587,68,0
7986,5929,102010,16.95,26,232088,Salaried,581,60,0
7987,5930,86609,12.37,43,206881,Self-Employed,663,60,0
7988,5931,274684,17.59,36,727611,Self-Employed,553,60,0
7989,5931,127226,16.71,36,727611,Self-Employed,553,74,0
7990,5932,323492,13.74,45,1194511,Salaried,652,3,0
7991,5933,225971,13.6,37,1420411,Self-Employed,695,14,0
7992,5934,107042,13.59,29,510227,Self-Employed,650,60,0
7993,5935,351999,15.22,45,1334973,Salaried,617,69,0
7994,5936,61719,12.32,38,384039,Salaried,653,143,1
7995,5936,149878,12.63,38,384039,Salaried,653,75,0
7996,5937,170602,15.45,37,453674,Salaried,649,49,0
7997,5938,180458,16.01,37,731498,Salaried,572,68,0
7998,5939,308223,17.48,44,728798,Salaried,563,60,0
7999,5940,55880,12.98,43,288015,Salaried,666,42,0
8000,5941,50633,12.98,38,239966,Salaried,662,75,0
8001,5942,212393,10.22,24,862245,Self-Employed,756,67,0
8002,5943,81704,10.99,33,416353,Salaried,713,9,0
8003,5943,60394,11.95,33,416353,Salaried,713,74,0
8004,5944,64323,15.49,37,627895,Self-Employed,636,59,0
8005,5944,291635,14.88,37,627895,Self-Employed,636,60,0
8006,5945,161834,15.86,51,698427,Salaried,626,101,1
8007,5945,159230,15.14,51,698427,Salaried,626,60,0
8008,5946,184484,10.26,39,597076,Self-Employed,744,29,0
8009,5947,67198,11.61,36,255613,Salaried,786,60,0
8010,5948,260859,12.16,46,737415,Self-Employed,654,74,0
8011,5949,196879,14.85,36,597860,Self-Employed,638,43,0
8012,5949,223033,15.52,36,597860,Self-Employed,638,63,0
8013,5950,75076,13.85,36,222629,Salaried,676,58,0
8014,5951,254630,12.34,38,684044,Self-Employed,667,65,0
8015,5952,389033,17.16,24,802961,Self-Employed,558,72,0
8016,5952,452699,16.72,24,802961,Self-Employed,558,143,1
8017,5953,560364,14.24,44,1350015,Self-Employed,642,47,0
8018,5954,101776,17.6,40,835816,Self-Employed,592,78,0
8019,5955,85994,14.05,34,443214,Self-Employed,605,9,0
8020,5955,138943,14.73,34,443214,Self-Employed,605,60,0
8021,5956,68108,10.23,27,255464,Salaried,734,46,0
8022,5957,152381,13.1,38,922237,Salaried,682,60,0
8023,5958,173650,13.12,48,587540,Salaried,659,40,0
8024,5958,131276,13.99,48,587540,Salaried,659,66,0
8025,5959,107805,16.04,31,1664651,Self-Employed,566,75,0
8026,5959,337280,16.59,31,1664651,Self-Employed,566,15,0
8027,5960,343542,14.03,28,580725,Salaried,629,129,1
8028,5961,62995,13.99,40,244039,Self-Employed,658,104,1
8029,5961,109356,12.19,40,244039,Self-Employed,658,93,1
8030,5962,55420,12.0,24,625043,Self-Employed,788,153,1
8031,5962,126612,11.8,24,625043,Self-Employed,788,60,0
8032,5963,89337,12.26,21,707479,Self-Employed,697,26,0
8033,5964,85538,11.53,33,283478,Self-Employed,768,77,0
8034,5964,80715,11.0,33,283478,Self-Employed,768,60,0
8035,5965,121204,12.45,31,262731,Self-Employed,667,60,0
8036,5965,54027,13.11,31,262731,Self-Employed,667,136,1
8037,5965,60823,12.43,31,262731,Self-Employed,667,124,1
8038,5966,328950,12.83,34,1282019,Salaried,676,5,0
8039,5967,220966,16.97,32,885936,Salaried,597,15,0
8040,5968,70501,13.72,39,294332,Self-Employed,686,60,0
8041,5968,100896,13.16,39,294332,Self-Employed,686,114,1
8042,5969,220867,14.34,35,517429,Salaried,634,76,0
8043,5970,97096,11.2,32,970474,Self-Employed,792,107,1
8044,5970,148812,10.24,32,970474,Self-Employed,792,43,0
8045,5971,163855,16.71,33,714970,Self-Employed,590,69,0
8046,5971,96718,16.49,33,714970,Self-Employed,590,27,0
8047,5972,55761,11.71,42,221116,Self-Employed,718,60,0
8048,5973,141914,14.66,44,274458,Salaried,640,74,0
8049,5974,703157,17.36,44,1376181,Salaried,553,47,0
8050,5974,315936,17.31,44,1376181,Salaried,553,72,0
8051,5975,126231,12.6,42,558349,Self-Employed,673,76,0
8052,5976,227582,15.47,21,895175,Salaried,605,45,0
8053,5976,348754,14.14,21,895175,Salaried,605,67,0
8054,5977,102727,10.23,28,741169,Self-Employed,700,49,0
8055,5978,251249,16.28,34,877615,Salaried,570,55,0
8056,5979,99979,15.01,38,573202,Salaried,648,15,0
8057,5980,122409,13.03,24,456922,Salaried,661,76,0
8058,5981,277909,14.18,48,1485296,Self-Employed,640,67,0
8059,5982,384986,10.84,39,1431394,Salaried,793,49,0
8060,5983,73493,15.51,32,302352,Self-Employed,649,60,0
8061,5983,94444,14.43,32,302352,Self-Employed,649,45,0
8062,5984,85966,10.34,38,547151,Self-Employed,703,71,0
8063,5984,151286,11.72,38,547151,Self-Employed,703,69,0
8064,5985,199953,11.32,34,978205,Salaried,733,70,0
8065,5986,77130,14.66,30,196043,Self-Employed,601,120,1
8066,5986,57891,15.97,30,196043,Self-Employed,601,56,0
8067,5986,52140,14.63,30,196043,Self-Employed,601,59,0
8068,5987,51366,13.94,41,800575,Salaried,658,60,0
8069,5988,59531,15.47,33,228624,Salaried,630,59,0
8070,5989,60741,15.42,25,192687,Self-Employed,619,60,0
8071,5990,56609,15.73,31,285220,Self-Employed,624,73,0
8072,5991,71870,14.13,36,307358,Self-Employed,648,96,1
8073,5991,138829,14.76,36,307358,Self-Employed,648,60,0
8074,5992,82971,11.04,28,248724,Self-Employed,797,56,0
8075,5993,123461,13.84,47,594246,Salaried,662,5,0
8076,5994,160067,12.04,28,818650,Self-Employed,658,62,0
8077,5995,68337,10.86,51,210203,Self-Employed,701,77,0
8078,5995,50270,10.51,51,210203,Self-Employed,701,67,0
8079,5996,107373,15.07,44,400165,Self-Employed,646,42,0
8080,5997,186711,15.54,29,376147,Salaried,626,130,1
8081,5998,146188,13.9,38,893586,Salaried,670,15,0
8082,5999,85938,13.88,46,343596,Self-Employed,669,31,0
8083,5999,108525,12.08,46,343596,Self-Employed,669,63,0
8084,6000,52706,12.98,35,188795,Salaried,690,60,0
8085,6001,93097,12.81,27,204349,Salaried,695,76,0
8086,6002,130214,10.29,37,581914,Self-Employed,729,21,0
8087,6003,92993,10.09,52,427941,Salaried,777,66,0
8088,6004,176421,15.17,25,496520,Salaried,613,60,0
8089,6004,173561,14.46,25,496520,Salaried,613,128,1
8090,6005,107359,12.71,41,681126,Salaried,651,28,0
8091,6006,120562,11.84,37,636857,Self-Employed,731,5,0
8092,6007,485290,14.14,36,1416281,Self-Employed,613,76,0
8093,6008,82373,14.66,33,288452,Salaried,627,60,0
8094,6009,338936,16.64,34,566530,Salaried,589,68,0
8095,6010,236804,12.44,45,835242,Self-Employed,666,79,0
8096,6011,203207,13.46,41,511473,Salaried,667,60,0
8097,6012,287145,14.71,29,777303,Salaried,639,60,0
8098,6013,156511,17.6,49,716669,Salaried,588,76,0
8099,6014,260169,12.07,26,795475,Self-Employed,674,60,0
8100,6015,278290,15.0,42,1187363,Salaried,646,74,0
8101,6016,307148,12.87,38,1151816,Salaried,670,61,0
8102,6016,217988,13.25,38,1151816,Salaried,670,69,0
8103,6017,174947,14.89,46,621131,Salaried,621,62,0
8104,6018,59687,13.58,39,273977,Salaried,653,60,0
8105,6018,64739,12.24,39,273977,Salaried,653,72,0
8106,6018,85060,13.68,39,273977,Salaried,653,65,0
8107,6019,91059,17.05,45,372288,Salaried,580,60,0
8108,6020,101753,11.17,36,649231,Salaried,785,8,0
8109,6021,164725,12.14,44,406185,Salaried,674,63,0
8110,6022,508195,16.86,39,890486,Salaried,587,105,1
8111,6023,65887,10.97,54,338729,Salaried,702,60,0
8112,6024,57757,13.08,31,873744,Salaried,664,60,0
8113,6025,84761,13.76,46,354651,Salaried,676,73,0
8114,6025,83440,13.67,46,354651,Salaried,676,93,1
8115,6026,146479,10.24,40,960809,Salaried,767,60,0
8116,6027,231307,15.13,38,555840,Self-Employed,647,60,0
8117,6027,67194,15.67,38,555840,Self-Employed,647,118,1
8118,6028,78520,15.12,32,279617,Self-Employed,602,7,0
8119,6028,128495,15.34,32,279617,Self-Employed,602,21,0
8120,6028,61022,14.43,32,279617,Self-Employed,602,60,0
8121,6029,53998,14.2,40,604248,Salaried,600,66,0
8122,6029,190354,15.52,40,604248,Salaried,600,143,1
8123,6030,94647,14.43,25,471683,Salaried,629,59,0
8124,6031,59238,15.43,26,217765,Salaried,630,6,0
8125,6032,290503,17.23,42,710419,Salaried,591,45,0
8126,6033,67370,12.34,24,293865,Salaried,682,59,0
8127,6034,52660,13.58,48,236071,Salaried,657,157,1
8128,6034,50853,12.43,48,236071,Salaried,657,102,1
8129,6035,88264,13.45,34,353067,Salaried,684,32,0
8130,6036,208465,12.05,39,756109,Salaried,667,69,0
8131,6037,155928,13.33,37,398452,Salaried,695,7,0
8132,6037,81075,13.95,37,398452,Salaried,695,60,0
8133,6038,234251,10.54,40,847603,Salaried,791,50,0
8134,6038,180870,11.89,40,847603,Salaried,791,60,0
8135,6039,163532,11.75,34,804890,Salaried,783,40,0
8136,6040,134165,10.3,34,478824,Salaried,713,39,0
8137,6041,52738,11.22,36,206103,Salaried,723,43,0
8138,6041,65457,11.69,36,206103,Salaried,723,60,0
8139,6042,63573,13.94,45,807512,Salaried,663,60,0
8140,6043,502355,14.09,46,1057160,Salaried,606,66,0
8141,6044,177953,15.21,47,574957,Salaried,644,111,1
8142,6045,115598,14.43,40,762099,Salaried,623,8,0
8143,6046,94317,14.41,35,1130668,Salaried,604,17,0
8144,6047,160639,13.3,23,395682,Self-Employed,669,76,0
8145,6047,156109,12.9,23,395682,Self-Employed,669,4,0
8146,6048,58323,13.61,42,325962,Salaried,666,41,0
8147,6049,282958,15.11,43,1594142,Salaried,647,60,0
8148,6049,410005,14.98,43,1594142,Salaried,647,48,0
8149,6050,169795,12.59,33,862009,Salaried,650,79,0
8150,6051,184385,15.92,43,386804,Salaried,639,41,0
8151,6052,214709,17.47,47,467787,Self-Employed,589,51,0
8152,6053,217729,17.12,37,343830,Salaried,593,6,0
8153,6054,126191,16.37,45,267913,Self-Employed,558,43,0
8154,6055,86408,16.42,39,249644,Salaried,562,73,0
8155,6056,139183,17.31,23,330532,Salaried,550,60,0
8156,6057,156382,12.68,33,503690,Self-Employed,679,60,0
8157,6057,68572,12.15,33,503690,Self-Employed,679,60,0
8158,6058,95555,12.25,33,282997,Salaried,688,9,0
8159,6059,59911,17.6,41,564049,Salaried,550,9,0
8160,6060,79897,11.88,30,339837,Salaried,751,9,0
8161,6061,679322,17.45,33,1096311,Salaried,557,67,0
8162,6061,138085,16.04,33,1096311,Salaried,557,68,0
8163,6062,255948,10.62,29,989396,Salaried,750,52,0
8164,6062,367329,10.86,29,989396,Salaried,750,57,0
8165,6063,166762,11.7,36,1795069,Salaried,743,8,0
8166,6063,316881,10.98,36,1795069,Salaried,743,60,0
8167,6064,175899,11.57,37,1111215,Salaried,718,67,0
8168,6065,107185,15.56,44,446874,Salaried,629,66,0
8169,6065,96965,15.71,44,446874,Salaried,629,138,1
8170,6066,336047,10.88,43,909433,Self-Employed,727,54,0
8171,6066,192185,11.77,43,909433,Self-Employed,727,76,0
8172,6067,53878,12.94,38,381623,Salaried,656,37,0
8173,6068,461219,10.01,39,1547001,Salaried,744,65,0
8174,6069,85624,10.15,37,381309,Salaried,794,114,1
8175,6070,60184,13.11,38,257238,Salaried,656,41,0
8176,6070,76172,13.69,38,257238,Salaried,656,34,0
8177,6071,71122,14.31,49,249375,Self-Employed,612,60,0
8178,6072,191761,16.21,21,703549,Salaried,593,73,0
8179,6073,92649,12.8,35,229756,Salaried,689,60,0
8180,6074,188275,15.7,39,567275,Self-Employed,636,71,0
8181,6075,220033,14.3,46,404505,Salaried,622,77,0
8182,6076,371298,13.61,28,1242388,Salaried,664,8,0
8183,6076,110976,12.68,28,1242388,Salaried,664,44,0
8184,6077,50670,13.65,39,287259,Self-Employed,655,60,0
8185,6078,94501,11.45,44,657343,Self-Employed,798,72,0
8186,6079,126822,11.03,33,760332,Salaried,704,60,0
8187,6080,108304,13.65,21,460840,Salaried,674,69,0
8188,6081,104869,10.61,34,567970,Self-Employed,701,9,0
8189,6082,187170,15.59,27,798815,Self-Employed,604,101,1
8190,6083,61807,13.42,42,204401,Self-Employed,689,68,0
8191,6084,165843,12.2,30,1033336,Salaried,672,4,0
8192,6085,57470,11.78,51,278530,Self-Employed,719,16,0
8193,6086,120517,15.45,38,860845,Self-Employed,627,61,0
8194,6087,73105,11.11,30,390328,Salaried,701,60,0
8195,6087,80535,10.76,30,390328,Salaried,701,76,0
8196,6088,164181,11.34,33,419201,Salaried,752,14,0
8197,6089,65574,13.71,28,333120,Self-Employed,668,120,1
8198,6089,66401,12.51,28,333120,Self-Employed,668,64,0
8199,6090,80114,14.39,40,214515,Self-Employed,623,58,0
8200,6090,97872,15.23,40,214515,Self-Employed,623,107,1
8201,6091,340358,15.12,49,775954,Salaried,618,62,0
8202,6092,64968,10.06,35,260109,Salaried,723,51,0
8203,6093,132526,14.78,44,545271,Salaried,609,36,0
8204,6094,364639,13.8,29,1556934,Salaried,653,14,0
8205,6095,54616,12.55,39,210017,Self-Employed,655,79,0
8206,6096,64033,14.15,55,189566,Self-Employed,630,62,0
8207,6097,176754,17.0,25,964925,Salaried,585,60,0
8208,6098,161025,15.7,46,491219,Salaried,617,60,0
8209,6098,76459,14.24,46,491219,Salaried,617,9,0
8210,6098,85744,15.47,46,491219,Salaried,617,41,0
8211,6099,82034,14.6,46,763977,Salaried,610,40,0
8212,6099,221279,15.08,46,763977,Salaried,610,58,0
8213,6100,218837,13.69,22,1084407,Salaried,656,65,0
8214,6101,67866,11.15,25,749874,Self-Employed,780,60,0
8215,6102,199032,16.35,29,346302,Self-Employed,557,60,0
8216,6103,223490,12.83,44,1660218,Salaried,691,127,1
8217,6104,200422,11.72,33,608008,Salaried,752,60,0
8218,6104,56811,11.69,33,608008,Salaried,752,47,0
8219,6105,100131,16.04,35,429025,Salaried,572,5,0
8220,6106,134143,15.63,42,654733,Salaried,639,26,0
8221,6107,58602,10.98,38,235495,Self-Employed,766,47,0
8222,6108,142737,11.16,38,1138197,Salaried,704,9,0
8223,6109,238199,15.14,34,770997,Salaried,630,68,0
8224,6110,106907,10.69,46,399587,Salaried,715,64,0
8225,6110,87356,10.23,46,399587,Salaried,715,71,0
8226,6111,209381,15.43,30,1665736,Self-Employed,649,60,0
8227,6112,113606,15.45,50,1205209,Salaried,608,42,0
8228,6113,254820,12.11,34,671529,Salaried,650,7,0
8229,6114,145085,16.34,30,273586,Salaried,553,114,1
8230,6114,79867,16.34,30,273586,Salaried,553,56,0
8231,6114,78891,16.73,30,273586,Salaried,553,90,1
8232,6115,478505,12.73,42,1382965,Self-Employed,692,67,0
8233,6115,186986,12.8,42,1382965,Self-Employed,692,16,0
8234,6116,900241,13.43,40,1790061,Salaried,657,8,0
8235,6117,82244,12.62,21,267690,Self-Employed,656,137,1
8236,6117,75297,13.9,21,267690,Self-Employed,656,60,0
8237,6118,96029,12.71,38,685725,Salaried,692,60,0
8238,6119,144388,13.56,26,362025,Salaried,650,75,0
8239,6119,117538,13.54,26,362025,Salaried,650,73,0
8240,6120,102358,17.09,30,257062,Salaried,554,78,0
8241,6120,154441,16.17,30,257062,Salaried,554,63,0
8242,6120,67282,16.95,30,257062,Salaried,554,35,0
8243,6121,102505,14.32,43,297294,Salaried,642,40,0
8244,6121,60702,16.0,43,297294,Salaried,642,34,0
8245,6122,91839,15.24,30,1319239,Self-Employed,642,121,1
8246,6122,249094,15.39,30,1319239,Self-Employed,642,106,1
8247,6123,284923,11.12,39,942210,Self-Employed,767,60,0
8248,6124,175865,10.39,34,551913,Salaried,715,60,0
8249,6124,111226,11.48,34,551913,Salaried,715,60,0
8250,6125,160673,16.63,52,503625,Salaried,566,60,0
8251,6126,76407,14.75,36,266316,Salaried,606,104,1
8252,6127,65761,13.02,27,367675,Salaried,682,148,1
8253,6128,88297,12.61,28,584310,Self-Employed,668,76,0
8254,6129,70234,15.05,29,272289,Self-Employed,640,68,0
8255,6130,71750,14.89,38,290652,Self-Employed,641,69,0
8256,6131,260309,14.11,37,577244,Salaried,630,60,0
8257,6132,76022,10.54,44,491437,Salaried,754,78,0
8258,6133,186707,15.76,38,632362,Salaried,612,60,0
8259,6134,94722,13.52,38,285385,Salaried,650,8,0
8260,6135,92469,12.49,39,392819,Salaried,688,60,0
8261,6136,257594,13.66,36,757949,Salaried,696,59,0
8262,6136,152808,13.94,36,757949,Salaried,696,60,0
8263,6136,162372,13.08,36,757949,Salaried,696,8,0
8264,6137,98199,14.85,39,463884,Self-Employed,636,159,1
8265,6138,69264,16.38,43,198516,Salaried,590,51,0
8266,6139,94887,13.22,43,295982,Self-Employed,658,30,0
8267,6140,314033,15.46,32,609688,Salaried,617,44,0
8268,6140,99978,14.32,32,609688,Salaried,617,50,0
8269,6141,98046,14.0,22,321503,Salaried,698,70,0
8270,6142,313280,14.25,30,1741300,Self-Employed,646,146,1
8271,6143,119376,10.14,39,653789,Salaried,707,69,0
8272,6144,64410,15.13,21,565387,Salaried,616,60,0
8273,6144,234217,14.72,21,565387,Salaried,616,41,0
8274,6145,104825,16.54,33,384645,Self-Employed,570,20,0
8275,6146,344378,13.25,40,1408389,Self-Employed,690,39,0
8276,6147,174413,15.8,32,537916,Salaried,648,60,0
8277,6148,67400,14.27,28,186002,Self-Employed,630,78,0
8278,6148,58689,14.65,28,186002,Self-Employed,630,60,0
8279,6149,186084,17.43,51,435235,Self-Employed,593,63,0
8280,6150,158121,13.86,48,373038,Salaried,650,156,1
8281,6151,70591,13.81,34,226806,Self-Employed,666,126,1
8282,6152,68003,12.76,47,514049,Salaried,658,60,0
8283,6152,60528,13.82,47,514049,Salaried,658,60,0
8284,6153,55377,12.82,47,220574,Salaried,688,60,0
8285,6154,416272,16.46,27,781928,Salaried,565,156,1
8286,6155,125760,14.1,58,561167,Salaried,639,107,1
8287,6156,83278,14.49,29,237557,Self-Employed,614,69,0
8288,6157,56935,14.9,34,560856,Salaried,629,120,1
8289,6157,71617,15.48,34,560856,Salaried,629,12,0
8290,6158,379194,12.19,28,1077731,Salaried,675,128,1
8291,6159,179626,12.44,37,591090,Salaried,668,69,0
8292,6160,151943,11.42,26,440316,Salaried,715,74,0
8293,6161,77813,12.34,36,685929,Salaried,683,90,1
8294,6162,66146,15.84,45,249120,Salaried,614,60,0
8295,6162,62882,14.08,45,249120,Salaried,614,60,0
8296,6163,56596,10.79,38,272264,Salaried,717,27,0
8297,6163,62346,11.24,38,272264,Salaried,717,78,0
8298,6163,50070,11.46,38,272264,Salaried,717,66,0
8299,6164,128286,16.48,34,384968,Salaried,598,108,1
8300,6165,262545,15.88,49,643652,Self-Employed,603,73,0
8301,6166,81776,13.37,29,223437,Self-Employed,653,75,0
8302,6167,273271,14.13,44,1475285,Self-Employed,602,60,0
8303,6167,272504,14.19,44,1475285,Self-Employed,602,8,0
8304,6168,83260,15.92,34,215496,Salaried,639,61,0
8305,6169,413774,14.07,38,1462319,Salaried,602,60,0
8306,6169,487033,15.27,38,1462319,Salaried,602,140,1
8307,6170,126413,12.95,37,599518,Self-Employed,676,60,0
8308,6171,59846,15.45,37,251559,Salaried,637,75,0
8309,6172,76283,16.99,36,1531855,Salaried,574,44,0
8310,6173,152262,16.25,30,399001,Self-Employed,552,60,0
8311,6174,301207,10.29,32,810640,Self-Employed,714,60,0
8312,6175,56906,13.76,40,203079,Salaried,682,72,0
8313,6176,162337,11.32,36,544903,Salaried,757,29,0
8314,6176,154083,10.5,36,544903,Salaried,757,63,0
8315,6177,70186,15.88,27,427952,Self-Employed,600,66,0
8316,6178,77611,12.49,31,195392,Salaried,674,60,0
8317,6179,509433,14.12,31,961769,Self-Employed,615,60,0
8318,6180,157142,16.78,36,393207,Salaried,587,60,0
8319,6181,111669,11.13,38,748852,Salaried,749,132,1
8320,6182,134452,10.57,37,723711,Salaried,754,9,0
8321,6183,317731,13.36,31,771029,Self-Employed,658,78,0
8322,6184,199079,10.13,36,1214851,Salaried,774,60,0
8323,6184,395564,10.05,36,1214851,Salaried,774,22,0
8324,6185,545766,16.26,25,1266788,Salaried,595,3,0
8325,6186,89037,12.89,21,464996,Salaried,656,70,0
8326,6187,63098,10.89,36,280614,Self-Employed,738,60,0
8327,6188,66245,13.92,23,431941,Salaried,689,47,0
8328,6189,129818,14.64,29,431311,Salaried,612,16,0
8329,6190,115969,16.28,27,220151,Self-Employed,564,60,0
8330,6191,117544,12.75,41,413695,Salaried,698,76,0
8331,6192,96687,13.9,27,248269,Self-Employed,668,69,0
8332,6193,51724,15.29,38,251337,Salaried,627,55,0
8333,6194,56991,11.23,32,212823,Salaried,711,66,0
8334,6194,55388,10.36,32,212823,Salaried,711,23,0
8335,6194,58689,11.86,32,212823,Salaried,711,61,0
8336,6195,69582,15.58,26,185619,Self-Employed,645,52,0
8337,6196,59473,12.56,24,189851,Self-Employed,650,23,0
8338,6197,186029,15.69,40,895438,Self-Employed,644,35,0
8339,6198,163426,13.3,39,569636,Salaried,657,18,0
8340,6199,139505,12.92,42,595130,Self-Employed,677,32,0
8341,6199,188088,12.9,42,595130,Self-Employed,677,56,0
8342,6200,286146,15.91,51,994217,Salaried,615,59,0
8343,6200,505145,14.88,51,994217,Salaried,615,100,1
8344,6200,176809,14.26,51,994217,Salaried,615,135,1
8345,6201,316166,12.28,38,983751,Self-Employed,691,79,0
8346,6202,66486,14.53,38,310679,Self-Employed,623,92,1
8347,6203,231404,14.43,35,596380,Salaried,643,40,0
8348,6204,148023,14.69,37,310732,Self-Employed,621,60,0
8349,6204,97787,14.38,37,310732,Self-Employed,621,57,0
8350,6205,311865,15.1,33,989399,Salaried,623,60,0
8351,6205,163889,14.67,33,989399,Salaried,623,9,0
8352,6206,99791,17.44,29,191130,Salaried,551,64,0
8353,6206,73637,17.93,29,191130,Salaried,551,55,0
8354,6207,170382,15.85,52,325726,Self-Employed,648,26,0
8355,6208,246559,12.6,21,832041,Self-Employed,650,5,0
8356,6209,51852,11.59,38,228626,Salaried,778,60,0
8357,6210,72903,12.65,40,198429,Self-Employed,698,71,0
8358,6211,378838,14.66,37,865978,Salaried,605,48,0
8359,6212,94371,11.93,28,775889,Salaried,746,93,1
8360,6213,235305,16.49,35,390456,Self-Employed,570,56,0
8361,6213,52382,17.32,35,390456,Self-Employed,570,7,0
8362,6214,430301,15.75,32,1021612,Self-Employed,633,60,0
8363,6215,66572,15.54,28,233933,Salaried,618,115,1
8364,6215,95023,14.79,28,233933,Salaried,618,60,0
8365,6216,55602,10.97,36,500442,Self-Employed,735,56,0
8366,6217,62718,11.33,33,829964,Salaried,721,60,0
8367,6218,124884,16.08,32,212893,Salaried,573,72,0
8368,6218,70143,17.38,32,212893,Salaried,573,63,0
8369,6219,68041,13.69,42,335843,Self-Employed,688,76,0
8370,6220,55907,12.09,28,262378,Self-Employed,683,60,0
8371,6220,56757,12.57,28,262378,Self-Employed,683,147,1
8372,6221,68800,11.77,40,239299,Self-Employed,700,54,0
8373,6222,89180,12.05,31,227730,Salaried,675,7,0
8374,6223,101481,15.41,39,573011,Salaried,606,66,0
8375,6224,92574,10.26,37,588103,Salaried,762,61,0
8376,6224,249995,10.35,37,588103,Salaried,762,21,0
8377,6225,173208,14.0,38,543237,Salaried,676,26,0
8378,6226,54278,13.86,28,280658,Self-Employed,691,60,0
8379,6227,70000,15.02,30,233313,Self-Employed,613,42,0
8380,6228,167341,12.8,29,950231,Salaried,683,61,0
8381,6229,94569,13.73,37,258841,Self-Employed,671,13,0
8382,6229,120461,12.39,37,258841,Self-Employed,671,143,1
8383,6230,122739,14.06,42,279755,Salaried,604,45,0
8384,6231,85208,12.71,45,268187,Self-Employed,697,60,0
8385,6232,167038,16.43,32,710957,Salaried,583,69,0
8386,6232,58301,16.69,32,710957,Salaried,583,60,0
8387,6233,69882,10.97,37,359800,Salaried,784,58,0
8388,6234,64938,10.18,23,248402,Salaried,731,60,0
8389,6235,81967,15.11,21,661619,Salaried,631,6,0
8390,6236,52979,14.98,29,1122565,Salaried,629,123,1
8391,6237,62798,12.33,31,250716,Salaried,663,46,0
8392,6238,155837,14.21,24,295805,Salaried,640,123,1
8393,6239,85302,11.05,22,404177,Salaried,790,60,0
8394,6239,81251,11.15,22,404177,Salaried,790,25,0
8395,6240,79707,11.16,40,875090,Self-Employed,732,40,0
8396,6241,89228,13.92,30,425717,Self-Employed,650,34,0
8397,6241,80806,12.13,30,425717,Self-Employed,650,42,0
8398,6242,722582,17.04,22,1521582,Self-Employed,583,60,0
8399,6243,438982,12.19,54,1224006,Salaried,680,5,0
8400,6244,338221,13.28,37,768476,Salaried,671,7,0
8401,6245,79181,12.67,33,195857,Self-Employed,652,79,0
8402,6246,59094,12.28,41,245543,Salaried,664,74,0
8403,6247,454084,15.46,30,875460,Salaried,620,56,0
8404,6247,285748,15.2,30,875460,Salaried,620,78,0
8405,6248,312857,12.34,49,584002,Salaried,650,60,0
8406,6248,114639,12.97,49,584002,Salaried,650,35,0
8407,6249,93595,12.44,24,449773,Self-Employed,684,23,0
8408,6250,59960,10.61,25,757120,Salaried,700,19,0
8409,6251,77911,12.95,35,383952,Salaried,687,52,0
8410,6252,143320,11.62,30,1411551,Salaried,709,61,0
8411,6253,194233,14.16,47,366825,Salaried,635,71,0
8412,6253,60676,15.11,47,366825,Salaried,635,60,0
8413,6254,67504,12.82,23,984481,Salaried,667,63,0
8414,6254,260159,13.85,23,984481,Salaried,667,60,0
8415,6255,51207,15.77,30,257188,Salaried,639,62,0
8416,6256,58873,14.25,38,196034,Salaried,638,56,0
8417,6257,53675,17.17,40,967762,Self-Employed,574,37,0
8418,6258,69313,14.46,44,297479,Self-Employed,640,72,0
8419,6259,62445,10.42,39,235081,Salaried,780,42,0
8420,6260,133620,13.91,53,714222,Salaried,694,60,0
8421,6261,115697,10.62,32,722511,Self-Employed,779,66,0
8422,6262,128442,16.83,37,471861,Salaried,558,36,0
8423,6262,168512,17.21,37,471861,Salaried,558,60,0
8424,6263,154675,15.29,43,1030034,Salaried,600,70,0
8425,6264,103099,11.42,33,590354,Salaried,774,60,0
8426,6265,70478,13.7,33,213546,Salaried,660,60,0
8427,6266,57006,12.58,32,250954,Salaried,693,60,0
8428,6267,174549,10.48,31,1251494,Salaried,704,60,0
8429,6268,204159,13.07,27,1181301,Salaried,663,79,0
8430,6269,70984,17.82,31,927490,Salaried,593,94,1
8431,6270,74820,10.47,23,319839,Salaried,702,7,0
8432,6270,79108,10.59,23,319839,Salaried,702,53,0
